IMF1(t-1),IMF1(t-2),IMF1(t-3),IMF2(t-1),IMF2(t-2),IMF2(t-3),IMF3(t-1),IMF3(t-2),IMF3(t-3),IMF4(t-1),IMF4(t-2),IMF4(t-3),IMF5(t-1),IMF5(t-2),IMF5(t-3),IMF6(t-1),IMF6(t-2),IMF6(t-3),IMF7(t-1),IMF7(t-2),IMF7(t-3),IMF8(t-1),IMF8(t-2),IMF8(t-3),IMF9(t-1),IMF9(t-2),IMF9(t-3),IMF10(t-1),IMF10(t-2),IMF10(t-3),IMF11(t-1),IMF11(t-2),IMF11(t-3),Tar
0.155681379,0.134925191,-0.070566243,-0.155933369,-0.164056541,-0.155070884,0.198159403,0.098390148,0.120426412,0.05300367,0.027670093,-0.184599452,-0.106784609,0.125444957,-0.112039207,0.055704617,0.134531034,0.032548554,0.050645372,0.035480636,-0.121282812,-0.09537143,0.028795395,0.014180154,0.10292535,-0.059982158,-0.093483812,0.007996871,-0.115386866,0.03438833,1.453137837,1.478160282,1.47615953,0.62789617
0.134925191,0.050645372,0.007996871,-0.131572865,-0.155933369,-0.164056541,-0.0195959,-0.055547714,-0.121282812,-0.106784609,-0.013800787,-0.199929715,-0.04612456,0.198159403,-0.107276819,0.027670093,0.05300367,0.055704617,-0.058799072,0.031890612,0.098390148,-0.112039207,0.035480636,0.028795395,-0.143910101,-0.09537143,-0.184599452,0.10292535,0.125444957,-0.093483812,1.478160282,1.47615953,1.45045771,0.950537656
0.050645372,-0.058799072,0.10292535,-0.093541359,-0.131572865,-0.155933369,-0.223188563,0.003180771,0.098390148,-0.04612456,-0.030763026,-0.131720862,0.063271047,-0.0195959,-0.08237449,-0.013800787,-0.106784609,0.027670093,-0.141592405,0.01866215,-0.055547714,-0.107276819,0.031890612,0.035480636,0.040903584,-0.112039207,-0.199929715,-0.143910101,0.198159403,-0.184599452,1.47615953,1.45045771,1.40580093,1.308685877
-0.058799072,-0.141592405,-0.143910101,-0.045833573,-0.093541359,-0.131572865,-0.106947068,0.044358228,-0.055547714,0.063271047,-0.023380011,-0.007150656,0.03465774,-0.223188563,-0.04243555,-0.030763026,-0.04612456,-0.013800787,-0.157375341,-0.000647551,0.003180771,-0.08237449,0.01866215,0.031890612,0.133012982,-0.107276819,-0.131720862,0.040903584,-0.0195959,-0.199929715,1.45045771,1.40580093,1.347896581,1.257039726
-0.141592405,-0.157375341,0.040903584,0.006543672,-0.045833573,-0.093541359,0.1757253,-0.073611589,0.003180771,0.03465774,-0.013604487,0.122638158,-0.009349269,-0.106947068,0.004538326,-0.023380011,0.063271047,-0.030763026,-0.097689905,-0.020506577,0.044358228,-0.04243555,-0.000647551,0.01866215,-0.208074354,-0.08237449,-0.007150656,0.133012982,-0.223188563,-0.131720862,1.40580093,1.347896581,1.282876354,1.179762879
-0.157375341,-0.097689905,0.133012982,0.05809461,0.006543672,-0.045833573,0.212306011,0.077604523,0.044358228,-0.009349269,-0.006548067,0.203651532,-0.024537054,0.1757253,0.049149703,-0.013604487,0.03465774,-0.023380011,0.008869552,-0.034989748,-0.073611589,0.004538326,-0.020506577,-0.000647551,0.091718042,-0.04243555,0.122638158,-0.208074354,-0.106947068,-0.007150656,1.347896581,1.282876354,1.216733843,0.267978422
-0.097689905,0.008869552,-0.208074354,0.103410155,0.05809461,0.006543672,-0.065378572,-0.059758301,-0.073611589,-0.024537054,0.012675757,0.20154482,-0.047506253,0.212306011,0.082430444,-0.006548067,-0.009349269,-0.013604487,0.110220615,-0.039545354,0.077604523,0.049149703,-0.034989748,-0.020506577,0.117592424,0.004538326,0.203651532,0.091718042,0.1757253,0.122638158,1.282876354,1.216733843,1.154787338,0.280001293
0.008869552,0.110220615,0.091718042,0.137735872,0.103410155,0.05809461,-0.259208182,0.03348023,0.077604523,-0.047506253,0.04341017,0.11611735,0.018643967,-0.065378572,0.097642835,0.012675757,-0.024537054,-0.006548067,0.156722137,-0.032422143,-0.059758301,0.082430444,-0.039545354,-0.034989748,-0.218237736,0.049149703,0.20154482,0.117592424,0.212306011,0.203651532,1.216733843,1.154787338,1.101215528,0.894696105
0.110220615,0.156722137,0.117592424,0.157472677,0.137735872,0.103410155,-0.076411545,-0.016230642,-0.059758301,0.018643967,0.051474186,-0.018296917,0.100406249,-0.259208182,0.091693455,0.04341017,-0.047506253,0.012675757,0.12627274,-0.015312105,0.03348023,0.097642835,-0.032422143,-0.039545354,0.116736704,0.082430444,0.11611735,-0.218237736,-0.065378572,0.20154482,1.154787338,1.101215528,1.058706789,0.580283397
0.156722137,0.12627274,-0.218237736,0.160557397,0.157472677,0.137735872,0.227525697,0.019924061,0.03348023,0.100406249,0.00620579,-0.146785708,-0.016965903,-0.076411545,0.065853193,0.051474186,0.018643967,0.04341017,0.035430185,0.007017724,-0.016230642,0.091693455,-0.015312105,-0.032422143,0.072244483,0.097642835,-0.018296917,0.116736704,-0.259208182,0.11611735,1.101215528,1.058706789,1.028252115,0.222034988
0.12627274,0.035430185,0.116736704,0.146682674,0.160557397,0.157472677,0.20587723,-0.042694973,-0.016230642,-0.016965903,-0.067473982,-0.216432053,-0.144638249,0.227525697,0.025601774,0.00620579,0.100406249,0.051474186,-0.069400115,0.028036253,0.019924061,0.065853193,0.007017724,-0.015312105,-0.159030406,0.091693455,-0.146785708,0.072244483,-0.076411545,-0.018296917,1.058706789,1.028252115,1.009098548,-0.122946874
0.035430185,-0.069400115,0.072244483,0.117332385,0.146682674,0.160557397,-0.121410088,0.067846888,0.019924061,-0.144638249,-0.09590067,-0.198175865,0.017914469,0.20587723,-0.02041253,-0.067473982,-0.016965903,0.00620579,-0.136088313,0.041347128,-0.042694973,0.025601774,0.028036253,0.007017724,0.090216563,0.065853193,-0.216432053,-0.159030406,0.227525697,-0.146785708,1.028252115,1.009098548,0.998865454,0.288373957
-0.069400115,-0.136088313,-0.159030406,0.075628039,0.117332385,0.146682674,-0.280192296,-0.072499227,-0.042694973,0.017914469,-0.032526321,-0.098908188,0.177796163,-0.121410088,-0.062120947,-0.09590067,-0.144638249,-0.067473982,-0.133426988,0.042627895,0.067846888,-0.02041253,0.041347128,0.028036253,0.017706653,0.025601774,-0.198175865,0.090216563,0.20587723,-0.216432053,1.009098548,0.998865454,0.993811387,0.812260369
-0.136088313,-0.133426988,0.090216563,0.026001543,0.075628039,0.117332385,-0.030608374,0.042168084,0.067846888,0.177796163,0.077892777,0.041224246,-0.019599844,-0.280192296,-0.090151956,-0.032526321,0.017914469,-0.09590067,-0.066272556,0.031025858,-0.072499227,-0.062120947,0.042627895,0.041347128,-0.050368134,-0.02041253,-0.098908188,0.017706653,-0.121410088,-0.198175865,0.998865454,0.993811387,0.98922601,0.25879782
-0.133426988,-0.066272556,0.017706653,-0.026271872,0.026001543,0.075628039,0.270982886,0.017622458,-0.072499227,-0.019599844,0.129717263,0.165212256,-0.199106553,-0.030608374,-0.097882268,0.077892777,0.177796163,-0.032526321,0.028477192,0.009564535,0.042168084,-0.090151956,0.031025858,0.042627895,0.030459289,-0.062120947,0.041224246,-0.050368134,-0.280192296,-0.098908188,0.993811387,0.98922601,0.97991069,-0.549223249
-0.066272556,0.028477192,-0.050368134,-0.075631748,-0.026271872,0.026001543,0.182608171,-0.081199862,0.042168084,-0.199106553,0.062419198,0.222526186,0.020519952,0.270982886,-0.082975028,0.129717263,-0.019599844,0.077892777,0.102312754,-0.01560727,0.017622458,-0.097882268,0.009564535,0.031025858,-0.03863653,-0.090151956,0.165212256,0.030459289,-0.030608374,0.041224246,0.98922601,0.97991069,0.960703905,-0.241846569
0.028477192,0.102312754,0.030459289,-0.116822796,-0.075631748,-0.026271872,-0.17477012,0.115792727,0.017622458,0.020519952,-0.069315541,0.18979862,0.208759068,0.182608171,-0.048046961,0.062419198,-0.199106553,0.129717263,0.120523761,-0.036949998,-0.081199862,-0.082975028,-0.01560727,0.009564535,0.063789925,-0.097882268,0.222526186,-0.03863653,0.270982886,0.165212256,0.97991069,0.960703905,0.927004195,-0.414218832
0.102312754,0.120523761,-0.03863653,-0.145455066,-0.116822796,-0.075631748,-0.284285804,-0.100543624,-0.081199862,0.208759068,-0.143040096,0.080353161,-0.019769121,-0.17477012,-0.0002782,-0.069315541,0.020519952,0.062419198,0.078964057,-0.047771719,0.115792727,-0.048046961,-0.036949998,-0.01560727,-0.02543937,-0.082975028,0.18979862,0.063789925,0.182608171,0.222526186,0.960703905,0.927004195,0.875244204,-0.371442014
0.120523761,0.078964057,0.063789925,-0.15847416,-0.145455066,-0.116822796,0.017133699,0.039623895,0.115792727,-0.019769121,-0.089193896,-0.061304211,-0.207598077,-0.284285804,0.04999814,-0.143040096,0.208759068,-0.069315541,0.00382203,-0.044314067,-0.100543624,-0.0002782,-0.047771719,-0.036949998,-0.07296637,-0.048046961,0.080353161,-0.02543937,-0.17477012,0.18979862,0.927004195,0.875244204,0.80327431,-0.534243028
0.078964057,0.00382203,-0.02543937,-0.154490948,-0.15847416,-0.145455066,0.297487573,0.039081476,-0.100543624,-0.207598077,0.040849268,-0.17772285,0.017058595,0.017133699,0.091461949,-0.089193896,-0.019769121,-0.143040096,-0.064381106,-0.027042193,0.039623895,0.04999814,-0.044314067,-0.047771719,0.12177141,-0.0002782,-0.061304211,-0.07296637,-0.284285804,0.080353161,0.875244204,0.80327431,0.71062293,-0.683891293
0.00382203,-0.064381106,-0.07296637,-0.133934849,-0.154490948,-0.15847416,0.152183811,-0.099126424,0.039623895,0.017058595,0.128795309,-0.221952644,0.197074984,0.297487573,0.114282161,0.040849268,-0.207598077,-0.089193896,-0.09294044,-0.000703512,0.039081476,0.091461949,-0.027042193,-0.044314067,-0.062006931,0.04999814,-0.17772285,0.12177141,0.017133699,-0.061304211,0.80327431,0.71062293,0.598611933,-0.631441257
-0.064381106,-0.09294044,0.12177141,-0.099013307,-0.133934849,-0.154490948,-0.211679846,0.115291064,0.039081476,0.197074984,0.10454262,-0.176580775,-0.012711577,0.152183811,0.112366826,0.128795309,0.017058595,0.040849268,-0.07298824,0.026927951,-0.099126424,0.114282161,-0.000703512,-0.027042193,-0.034438372,0.091461949,-0.221952644,-0.062006931,0.297487573,-0.17772285,0.71062293,0.598611933,0.470318644,-0.053078232
-0.09294044,-0.07298824,-0.062006931,-0.053480654,-0.099013307,-0.133934849,-0.274092711,-0.086361509,-0.099126424,-0.012711577,0.002899609,-0.060609473,-0.179172807,-0.211679846,0.084876683,0.10454262,0.197074984,0.128795309,-0.021358086,0.04730729,0.115291064,0.112366826,0.026927951,-0.000703512,0.086655293,0.114282161,-0.176580775,-0.034438372,0.152183811,-0.221952644,0.598611933,0.470318644,0.330389491,0.51844299
-0.07298824,-0.021358086,-0.034438372,-0.002239955,-0.053480654,-0.099013307,0.052051124,0.034099925,0.115291064,-0.179172807,-0.08509883,0.078545363,0.00758049,-0.274092711,0.036633463,0.002899609,-0.012711577,0.10454262,0.031372293,0.053734891,-0.086361509,0.084876683,0.04730729,0.026927951,-0.103027958,0.112366826,-0.060609473,0.086655293,-0.211679846,-0.176580775,0.470318644,0.330389491,0.18472315,0.526747369
-0.021358086,0.031372293,0.086655293,0.049180516,-0.002239955,-0.053480654,0.301832431,0.009949883,-0.086361509,0.00758049,-0.100451098,0.184549373,0.156156327,0.052051124,-0.022714169,-0.08509883,-0.179172807,0.002899609,0.058782566,0.043544051,0.034099925,0.036633463,0.053734891,0.04730729,0.091378529,0.084876683,0.078545363,-0.103027958,-0.274092711,-0.060609473,0.330389491,0.18472315,0.04005196,0.165959713
0.031372293,0.058782566,-0.103027958,0.095220764,0.049180516,-0.002239955,0.125444681,-0.021569914,0.034099925,0.156156327,-0.051971199,0.215086617,-0.002789711,0.301832431,-0.080631009,-0.100451098,0.00758049,-0.08509883,0.05203169,0.019154537,0.009949883,-0.022714169,0.043544051,0.053734891,0.005362858,0.036633463,0.184549373,0.091378529,0.052051124,0.078545363,0.18472315,0.04005196,-0.096541495,-0.32013733
0.058782566,0.05203169,0.091378529,0.130889151,0.095220764,0.049180516,-0.221817896,-0.004540499,0.009949883,-0.002789711,0.016898477,0.158857344,-0.130255042,0.125444681,-0.124351914,-0.051971199,0.156156327,-0.100451098,0.021890825,-0.012406475,-0.021569914,-0.080631009,0.019154537,0.043544051,-0.166256058,-0.022714169,0.215086617,0.005362858,0.301832431,0.184549373,0.04005196,-0.096541495,-0.218131163,0.142622296
0.05203169,0.021890825,0.005362858,0.1523045,0.130889151,0.095220764,-0.253471968,0.053982362,-0.021569914,-0.130255042,0.07157817,0.039776904,-0.000610328,-0.221817896,-0.143688383,0.016898477,-0.002789711,-0.051971199,-0.010408243,-0.04146313,-0.004540499,-0.124351914,-0.012406475,0.019154537,0.208588936,-0.080631009,0.158857344,-0.166256058,0.125444681,0.215086617,-0.096541495,-0.218131163,-0.318435391,0.025193608
0.021890825,-0.010408243,-0.166256058,0.157121313,0.1523045,0.130889151,0.063539968,-0.10163661,-0.004540499,-0.000610328,0.092688668,-0.093185657,0.103420804,-0.253471968,-0.133364354,0.07157817,-0.130255042,0.016898477,-0.026947422,-0.058608972,0.053982362,-0.143688383,-0.04146313,-0.012406475,-0.024999946,-0.124351914,0.039776904,0.208588936,-0.221817896,0.158857344,-0.218131163,-0.318435391,-0.392246624,0.107130325
-0.010408243,-0.026947422,0.208588936,0.144791314,0.157121313,0.1523045,0.281356622,0.12459475,0.053982362,0.103420804,0.063679893,-0.186214149,0.001895013,0.063539968,-0.094344642,0.092688668,-0.000610328,0.07157817,-0.022965638,-0.057725133,-0.10163661,-0.133364354,-0.058608972,-0.04146313,-0.190739969,-0.143688383,-0.093185657,-0.024999946,-0.253471968,0.039776904,-0.318435391,-0.392246624,-0.435770075,0.520486534
-0.026947422,-0.022965638,-0.024999946,0.116631769,0.144791314,0.157121313,0.10899371,-0.112253838,-0.10163661,0.001895013,-0.017812254,-0.202537447,-0.077196545,0.281356622,-0.033828382,0.063679893,0.103420804,0.092688668,-0.007404833,-0.038144927,0.12459475,-0.094344642,-0.057725133,-0.058608972,0.17615735,-0.133364354,-0.186214149,-0.190739969,0.063539968,-0.093185657,-0.392246624,-0.435770075,-0.446847632,1.06680208
-0.022965638,-0.007404833,-0.190739969,0.075691628,0.116631769,0.144791314,-0.199585795,0.069351935,0.12459475,-0.077196545,-0.110999853,-0.137068254,-0.000738258,0.10899371,0.036130283,-0.017812254,0.001895013,0.063679893,0.005116417,-0.005211171,-0.112253838,-0.033828382,-0.038144927,-0.057725133,0.008475902,-0.094344642,-0.202537447,0.17615735,0.281356622,-0.186214149,-0.435770075,-0.446847632,-0.425054127,0.852307776
-0.007404833,0.005116417,0.17615735,0.026428368,0.075691628,0.116631769,-0.223753357,-0.011801293,-0.112253838,-0.000738258,-0.138851065,-0.017928879,0.052683192,-0.199585795,0.101104873,-0.110999853,-0.077196545,-0.017812254,0.005014031,0.031071003,0.069351935,0.036130283,-0.005211171,-0.038144927,-0.083743407,-0.033828382,-0.137068254,0.008475902,0.10899371,-0.202537447,-0.446847632,-0.425054127,-0.371664723,1.420933775
0.005116417,0.005014031,0.008475902,-0.025770969,0.026428368,0.075691628,0.047347759,-0.041527937,0.069351935,0.052683192,-0.053630005,0.105562074,-0.002856167,-0.223753357,0.147358824,-0.138851065,-0.000738258,-0.110999853,-0.00595411,0.058992832,-0.011801293,0.101104873,0.031071003,-0.005211171,0.006902774,0.036130283,-0.017928879,-0.083743407,-0.199585795,-0.137068254,-0.425054127,-0.371664723,-0.289503306,1.445392241
0.005014031,-0.00595411,-0.083743407,-0.075173771,-0.025770969,0.026428368,0.234418605,0.07676351,-0.011801293,-0.002856167,0.097180609,0.183333242,-0.030588673,0.047347759,0.164821581,-0.053630005,0.052683192,-0.138851065,-0.016627988,0.068872046,-0.041527937,0.147358824,0.058992832,0.031071003,-0.001864573,0.101104873,0.105562074,0.006902774,-0.223753357,-0.017928879,-0.371664723,-0.289503306,-0.182691597,1.570360721
-0.00595411,-0.016627988,0.006902774,-0.116328181,-0.075173771,-0.025770969,0.103749992,-0.089417174,-0.041527937,-0.030588673,0.188945063,0.184954955,0.008674653,0.234418605,0.149318594,0.097180609,-0.002856167,-0.053630005,-0.015001944,0.056391264,0.07676351,0.164821581,0.068872046,0.058992832,0.111786221,0.147358824,0.183333242,-0.001864573,0.047347759,0.105562074,-0.289503306,-0.182691597,-0.056326074,1.397158378
-0.016627988,-0.015001944,-0.001864573,-0.144663749,-0.116328181,-0.075173771,-0.144275857,0.084108631,0.07676351,0.008674653,0.127791473,0.111651009,0.011333915,0.103749992,0.103550711,0.188945063,-0.030588673,0.097180609,0.002476521,0.024409476,-0.089417174,0.149318594,0.056391264,0.068872046,-0.094308003,0.164821581,0.184954955,0.111786221,0.234418605,0.183333242,-0.182691597,-0.056326074,0.083885586,1.285436019
-0.015001944,0.002476521,0.111786221,-0.157000451,-0.144663749,-0.116328181,-0.184292596,-0.070734564,-0.089417174,0.011333915,-0.050569219,-0.004848687,-0.016386805,-0.144275857,0.036590758,0.127791473,0.008674653,0.188945063,0.027172389,-0.017483463,0.084108631,0.103550711,0.024409476,0.056391264,-0.114580287,0.149318594,0.111651009,-0.094308003,0.103749992,0.184954955,-0.056326074,0.083885586,0.231995596,1.24104457
0.002476521,0.027172389,-0.094308003,-0.151909354,-0.157000451,-0.144663749,0.005817685,0.059431859,0.084108631,-0.016386805,-0.198193788,-0.115924188,0.004825109,-0.184292596,-0.038006221,-0.050569219,0.011333915,0.127791473,0.042834067,-0.055712032,-0.070734564,0.036590758,-0.017483463,0.024409476,0.207295603,0.103550711,-0.004848687,-0.114580287,-0.144275857,0.111651009,0.083885586,0.231995596,0.382163556,1.262462839
0.027172389,0.042834067,-0.114580287,-0.129883779,-0.151909354,-0.157000451,0.16287324,-0.056644173,-0.070734564,0.004825109,-0.184604531,-0.176350931,0.025576457,0.005817685,-0.105072096,-0.198193788,-0.016386805,-0.050569219,0.035892633,-0.07703224,0.059431859,-0.038006221,-0.055712032,-0.017483463,0.001484969,0.036590758,-0.115924188,0.207295603,-0.184292596,-0.004848687,0.231995596,0.382163556,0.528954058,0.809794022
0.042834067,0.035892633,0.207295603,-0.093300028,-0.129883779,-0.151909354,0.106344439,0.063587335,0.059431859,0.025576457,-0.017848646,-0.162799231,-0.017704709,0.16287324,-0.151046222,-0.184604531,0.004825109,-0.198193788,0.005122996,-0.073089904,-0.056644173,-0.105072096,-0.07703224,-0.055712032,-0.219700813,-0.038006221,-0.176350931,0.001484969,0.005817685,-0.115924188,0.382163556,0.528954058,0.667565108,0.940715554
0.035892633,0.005122996,0.001484969,-0.046169606,-0.093300028,-0.129883779,-0.062822804,-0.077098885,-0.056644173,-0.017704709,0.161034508,-0.08295425,-0.035721302,0.106344439,-0.166839567,-0.017848646,0.025576457,-0.184604531,-0.035620532,-0.04367644,0.063587335,-0.151046222,-0.073089904,-0.07703224,0.116378821,-0.105072096,-0.162799231,-0.219700813,0.16287324,-0.176350931,0.528954058,0.667565108,0.793976589,0.377507413
0.005122996,-0.035620532,-0.219700813,0.00629221,-0.046169606,-0.093300028,-0.135964661,0.091900614,0.063587335,-0.035721302,0.204893513,0.028352436,0.027160021,-0.062822804,-0.149714493,0.161034508,-0.017704709,-0.017848646,-0.063916383,0.002565721,-0.077098885,-0.166839567,-0.04367644,-0.073089904,0.150216108,-0.151046222,-0.08295425,0.116378821,0.106344439,-0.162799231,0.667565108,0.793976589,0.905016994,0.671230282
-0.035620532,-0.063916383,0.116378821,0.058236018,0.00629221,-0.046169606,-0.051332263,-0.103018533,-0.077098885,0.027160021,0.087147348,0.124179906,0.04616056,-0.135964661,-0.103774547,0.204893513,-0.035721302,0.161034508,-0.061309995,0.05047472,0.091900614,-0.149714493,0.002565721,-0.04367644,-0.192810673,-0.166839567,0.028352436,0.150216108,-0.062822804,-0.08295425,0.793976589,0.905016994,0.998355236,1.001702283
-0.063916383,-0.061309995,0.150216108,0.103824844,0.058236018,0.00629221,0.076146716,0.107416783,0.091900614,0.04616056,-0.086183011,0.1652532,-0.033111571,-0.051332263,-0.038971796,0.087147348,0.027160021,0.204893513,-0.024788427,0.083207555,-0.103018533,-0.103774547,0.05047472,0.002565721,-0.004292124,-0.149714493,0.124179906,-0.192810673,-0.135964661,0.028352436,0.905016994,0.998355236,1.072431608,0.467935072
-0.061309995,-0.024788427,-0.192810673,0.137886867,0.103824844,0.058236018,0.111362709,-0.104494732,-0.103018533,-0.033111571,-0.178109463,0.136160305,-0.056095199,0.076146716,0.031128539,-0.086183011,0.04616056,0.087147348,0.029714173,0.088109432,0.107416783,-0.038971796,0.083207555,0.05047472,0.12338245,-0.103774547,0.1652532,-0.004292124,-0.051332263,0.124179906,0.998355236,1.072431608,1.126347161,0.27507975
-0.024788427,0.029714173,-0.004292124,0.156501824,0.137886867,0.103824844,0.02817746,0.095635264,0.107416783,-0.056095199,-0.133103317,0.051255754,0.035605339,0.111362709,0.092311896,-0.178109463,-0.033111571,-0.086183011,0.074452679,0.061610452,-0.104494732,0.031128539,0.088109432,0.083207555,-0.051820133,-0.038971796,0.136160305,0.12338245,0.076146716,0.1652532,1.072431608,1.126347161,1.159733503,-0.119673995
0.029714173,0.074452679,0.12338245,0.157454829,0.156501824,0.137886867,-0.085021337,-0.083276817,-0.104494732,0.035605339,-0.004315082,-0.052048229,0.064649966,0.02817746,0.132738103,-0.133103317,-0.056095199,-0.178109463,0.084331005,0.011277929,0.095635264,0.092311896,0.061610452,0.088109432,-0.001256952,0.031128539,0.051255754,-0.051820133,0.111362709,0.136160305,1.126347161,1.159733503,1.172624962,-0.538635466
0.074452679,0.084331005,-0.051820133,0.140504969,0.157454829,0.156501824,-0.108590418,0.069985365,0.095635264,0.064649966,0.108358102,-0.129589636,-0.034868521,-0.085021337,0.145356713,-0.004315082,0.035605339,-0.133103317,0.05099716,-0.046017411,-0.083276817,0.132738103,0.011277929,0.061610452,-0.076052746,0.092311896,-0.052048229,-0.001256952,0.02817746,0.051255754,1.159733503,1.172624962,1.165352442,-0.146190503
0.084331005,0.05099716,-0.001256952,0.107435793,0.140504969,0.157454829,-0.006422182,-0.057823407,-0.083276817,-0.034868521,0.13779825,-0.149327586,-0.070999002,-0.108590418,0.129198206,0.108358102,0.064649966,-0.004315082,-0.011330732,-0.089548165,0.069985365,0.145356713,-0.046017411,0.011277929,0.113589972,0.132738103,-0.129589636,-0.076052746,-0.085021337,-0.052048229,1.172624962,1.165352442,1.138473423,-0.082683069
0.05099716,-0.011330732,-0.076052746,0.061878566,0.107435793,0.140504969,0.115104324,0.048089226,0.069985365,-0.070999002,0.081998591,-0.10472108,0.03133362,-0.006422182,0.089292303,0.13779825,-0.034868521,0.108358102,-0.072008852,-0.102139515,-0.057823407,0.129198206,-0.089548165,-0.046017411,0.020889632,0.145356713,-0.149327586,0.113589972,-0.108590418,-0.129589636,1.165352442,1.138473423,1.092746024,-0.121681437
-0.011330732,-0.072008852,0.113589972,0.008924419,0.061878566,0.107435793,0.103727959,-0.041336896,-0.057823407,0.03133362,-0.015120911,-0.016971444,0.074524439,0.115104324,0.035282153,0.081998591,-0.070999002,0.13779825,-0.099360116,-0.076959365,0.048089226,0.089292303,-0.102139515,-0.089548165,-0.192063969,0.129198206,-0.10472108,0.020889632,-0.006422182,-0.149327586,1.138473423,1.092746024,1.029147752,0.289316136
-0.072008852,-0.099360116,0.020889632,-0.045434523,0.008924419,0.061878566,-0.045248707,0.037526544,0.048089226,0.074524439,-0.097959159,0.074702253,-0.025626331,0.103727959,-0.020903743,-0.015120911,0.03133362,0.081998591,-0.077424377,-0.021037272,-0.041336896,0.035282153,-0.076959365,-0.102139515,0.213188645,0.089292303,-0.016971444,-0.192063969,0.115104324,-0.10472108,1.092746024,1.029147752,0.948932223,0.382599952
-0.099360116,-0.077424377,-0.192063969,-0.094974965,-0.045434523,0.008924419,-0.147905786,-0.036178511,-0.041336896,-0.025626331,-0.122698969,0.130426195,-0.074947784,-0.045248707,-0.06775898,-0.097959159,0.074524439,-0.015120911,-0.015128684,0.046201335,0.037526544,-0.020903743,-0.021037272,-0.076959365,-0.093237206,0.035282153,0.074702253,0.213188645,0.103727959,-0.016971444,1.029147752,0.948932223,0.853710768,0.225340234
-0.077424377,-0.015128684,0.213188645,-0.133949428,-0.094974965,-0.045434523,-0.057727036,0.036470834,0.037526544,-0.074947784,-0.072804562,0.127058297,0.018523696,-0.147905786,-0.09665867,-0.122698969,-0.025626331,-0.097959159,0.057310052,0.099371351,-0.036178511,-0.06775898,0.046201335,-0.021037272,-0.051905354,-0.020903743,0.130426195,-0.093237206,-0.045248707,0.074702253,0.948932223,0.853710768,0.745541102,-0.26216587
-0.015128684,0.057310052,-0.093237206,-0.157750939,-0.133949428,-0.094974965,0.115978899,-0.037285704,-0.036178511,0.018523696,0.027611946,0.068001632,0.072369519,-0.057727036,-0.103526798,-0.072804562,-0.074947784,-0.122698969,0.103297232,0.116566358,0.036470834,-0.09665867,0.099371351,0.046201335,0.169437416,-0.06775898,0.127058297,-0.051905354,-0.147905786,0.130426195,0.853710768,0.745541102,0.627002721,-0.274763633
0.057310052,0.103297232,-0.051905354,-0.163458993,-0.157750939,-0.133949428,0.13496191,0.037253933,0.036470834,0.072369519,0.116351918,-0.018812859,-0.010876508,0.115978899,-0.089374523,0.027611946,0.018523696,-0.072804562,0.098597639,0.088392405,-0.037285704,-0.103526798,0.116566358,0.099371351,-0.226338647,-0.09665867,0.068001632,0.169437416,-0.057727036,0.127058297,0.745541102,0.627002721,0.501238796,-0.404819593
0.103297232,0.098597639,0.169437416,-0.150202209,-0.163458993,-0.157750939,-0.031566279,-0.034860367,-0.037285704,-0.010876508,0.128127354,-0.093804969,-0.067201551,0.13496191,-0.059650287,0.116351918,0.072369519,0.027611946,0.044198559,0.022921322,0.037253933,-0.089374523,0.088392405,0.116566358,0.145171173,-0.103526798,-0.018812859,-0.226338647,0.115978899,0.068001632,0.627002721,0.501238796,0.371947002,-0.392489609
0.098597639,0.044198559,-0.226338647,-0.119292424,-0.150202209,-0.163458993,-0.1493038,0.028658577,0.037253933,-0.067201551,0.046901115,-0.12368496,0.003493928,-0.031566279,-0.022623081,0.128127354,-0.010876508,0.116351918,-0.033545858,-0.055926674,-0.034860367,-0.059650287,0.022921322,0.088392405,0.06234236,-0.089374523,-0.093804969,0.145171173,0.13496191,-0.018812859,0.501238796,0.371947002,0.243306822,-0.261085751
0.044198559,-0.033545858,0.145171173,-0.074110029,-0.119292424,-0.150202209,-0.054683044,-0.017603936,-0.034860367,0.003493928,-0.071112403,-0.096372576,0.060042748,-0.1493038,0.012763671,0.046901115,-0.067201551,0.128127354,-0.095841382,-0.116685603,0.028658577,-0.022623081,-0.055926674,0.022921322,-0.204870699,-0.059650287,-0.12368496,0.06234236,-0.031566279,-0.093804969,0.371947002,0.243306822,0.119837784,-0.02728023
-0.033545858,-0.095841382,0.06234236,-0.019748254,-0.074110029,-0.119292424,0.105284431,0.001458982,0.028658577,0.060042748,-0.135816217,-0.026144186,0.002973349,-0.054683044,0.039027631,-0.071112403,0.003493928,0.046901115,-0.111024127,-0.132683891,-0.017603936,0.012763671,-0.116685603,-0.055926674,0.124290576,-0.022623081,-0.096372576,-0.204870699,-0.1493038,-0.12368496,0.243306822,0.119837784,0.006191203,0.568779932
-0.095841382,-0.111024127,-0.204870699,0.037548008,-0.019748254,-0.074110029,0.09956935,0.018829314,-0.017603936,0.002973349,-0.097561146,0.053333098,-0.051555946,0.105284431,0.051764031,-0.135816217,0.060042748,-0.071112403,-0.07080998,-0.093726964,0.001458982,0.039027631,-0.132683891,-0.116685603,0.063040803,0.012763671,-0.026144186,0.124290576,-0.054683044,-0.096372576,0.119837784,0.006191203,-0.093113637,0.256142198
