IMF1(t-1),IMF1(t-2),IMF1(t-3),IMF2(t-1),IMF2(t-2),IMF2(t-3),IMF3(t-1),IMF3(t-2),IMF3(t-3),IMF4(t-1),IMF4(t-2),IMF4(t-3),IMF5(t-1),IMF5(t-2),IMF5(t-3),IMF6(t-1),IMF6(t-2),IMF6(t-3),IMF7(t-1),IMF7(t-2),IMF7(t-3),IMF8(t-1),IMF8(t-2),IMF8(t-3),IMF9(t-1),IMF9(t-2),IMF9(t-3),IMF10(t-1),IMF10(t-2),IMF10(t-3),IMF11(t-1),IMF11(t-2),IMF11(t-3),Tar
0.22077432,0.353263221,-0.045862799,-0.088723612,-0.10851769,-0.115179628,0.012060091,-0.049962046,0.011443781,-0.075282229,-0.105721471,0.079953559,0.133689669,0.073088278,-0.232832838,-0.02800174,-0.098879519,0.081916773,0.294644354,0.054101613,0.010711032,-0.259165881,0.071717379,0.070556904,0.038232766,-0.243634211,0.079296866,0.01269939,0.018475904,0.045499627,1.111665321,1.294217187,1.466218435,-0.075585825
0.353263221,0.294644354,0.01269939,-0.057830991,-0.088723612,-0.10851769,-0.045528728,0.100043688,0.010711032,0.133689669,-0.088462379,0.052808718,0.051472251,0.012060091,-0.168097333,-0.105721471,-0.075282229,-0.02800174,0.086171394,0.022757762,-0.049962046,-0.232832838,0.054101613,0.071717379,-0.03728071,-0.259165881,0.079953559,0.038232766,0.073088278,0.079296866,1.294217187,1.466218435,1.615948671,-0.708123901
0.294644354,0.086171394,0.038232766,-0.019212021,-0.057830991,-0.088723612,-0.022181099,-0.135010673,-0.049962046,0.051472251,0.001196534,0.013018322,-0.157498023,-0.045528728,-0.074820119,-0.088462379,0.133689669,-0.105721471,-0.154435941,-0.013740043,0.100043688,-0.168097333,0.022757762,0.054101613,-0.014361738,-0.232832838,0.052808718,-0.03728071,0.012060091,0.079953559,1.466218435,1.615948671,1.732418587,-0.611987782
0.086171394,-0.154435941,-0.03728071,0.022801625,-0.019212021,-0.057830991,0.011804488,0.125539888,0.100043688,-0.157498023,0.081099816,-0.022304376,-0.013878004,-0.022181099,0.032252087,0.001196534,0.051472251,-0.088462379,-0.299614615,-0.045650934,-0.135010673,-0.074820119,-0.013740043,0.022757762,0.046694444,-0.168097333,0.013018322,-0.014361738,-0.045528728,0.052808718,1.615948671,1.732418587,1.806068021,-0.440160463
-0.154435941,-0.299614615,-0.014361738,0.063411576,0.022801625,-0.019212021,0.006315802,-0.069493352,-0.135010673,-0.013878004,0.084905817,-0.041556723,0.162910602,0.011804488,0.135841244,0.081099816,-0.157498023,0.001196534,-0.279871576,-0.064692502,0.125539888,0.032252087,-0.045650934,-0.013740043,-0.016453165,-0.074820119,-0.022304376,0.046694444,-0.022181099,0.013018322,1.732418587,1.806068021,1.829408865,-1.09935481
-0.299614615,-0.279871576,0.046694444,0.097902588,0.063411576,0.022801625,0.011382996,0.00431394,0.125539888,0.162910602,0.017765528,-0.042430865,-0.028668982,0.006315802,0.218955999,0.084905817,-0.013878004,0.081099816,-0.116747696,-0.066217442,-0.069493352,0.135841244,-0.064692502,-0.045650934,-0.03497149,0.032252087,-0.041556723,-0.016453165,0.011804488,-0.022304376,1.806068021,1.829408865,1.797567044,-1.138984671
-0.279871576,-0.116747696,-0.016453165,0.122186288,0.097902588,0.063411576,0.031287249,0.018724008,-0.069493352,-0.028668982,-0.055401734,-0.03080013,-0.147309522,0.011382996,0.267709444,0.017765528,0.162910602,0.084905817,0.094539217,-0.050361714,0.00431394,0.218955999,-0.066217442,-0.064692502,0.039016336,0.135841244,-0.042430865,-0.03497149,0.006315802,-0.041556723,1.829408865,1.797567044,1.708682436,-1.313880119
-0.116747696,0.094539217,-0.03497149,0.133276566,0.122186288,0.097902588,-0.007525673,0.02064829,0.00431394,-0.147309522,-0.072862724,-0.015947874,0.066798519,0.031287249,0.273664911,-0.055401734,-0.028668982,0.017765528,0.240323563,-0.021875751,0.018724008,0.267709444,-0.050361714,-0.066217442,0.007881121,0.218955999,-0.03080013,0.039016336,0.011382996,-0.042430865,1.797567044,1.708682436,1.564133495,-1.083751867
0.094539217,0.240323563,0.039016336,0.12964219,0.133276566,0.122186288,-0.074770457,-0.090203664,0.018724008,0.066798519,-0.028851563,-0.005017387,0.112522011,-0.007525673,0.235309556,-0.072862724,-0.147309522,-0.055401734,0.249736331,0.011284214,0.02064829,0.273664911,-0.021875751,-0.050361714,-0.042295014,0.267709444,-0.015947874,0.007881121,0.031287249,-0.03080013,1.708682436,1.564133495,1.368563968,-0.654757022
0.240323563,0.249736331,0.007881121,0.111396258,0.12964219,0.133276566,-0.031952068,0.12987346,0.02064829,0.112522011,0.030090995,0.00034998,-0.092761884,-0.074770457,0.158395871,-0.028851563,0.066798519,-0.072862724,0.128982835,0.040190249,-0.090203664,0.235309556,0.011284214,-0.021875751,0.020432621,0.273664911,-0.005017387,-0.042295014,-0.007525673,-0.015947874,1.564133495,1.368563968,1.129701893,-0.792699331
0.249736331,0.128982835,-0.042295014,0.080300672,0.111396258,0.12964219,0.099770826,-0.101904336,-0.090203664,-0.092761884,0.054170219,0.00362952,-0.063578196,-0.031952068,0.055078015,0.030090995,0.112522011,-0.028851563,-0.047742536,0.057371629,0.12987346,0.158395871,0.040190249,0.011284214,0.026133127,0.235309556,0.00034998,0.020432621,-0.074770457,-0.005017387,1.368563968,1.129701893,0.857975128,-0.136807001
0.128982835,-0.047742536,0.020432621,0.03958469,0.080300672,0.111396258,0.100322044,0.022633961,0.12987346,-0.063578196,0.032978774,0.009844429,0.101689127,0.099770826,-0.05802818,0.054170219,-0.092761884,0.030090995,-0.182833062,0.058770704,-0.101904336,0.055078015,0.057371629,0.040190249,-0.036434105,0.158395871,0.00362952,0.026133127,-0.031952068,0.00034998,1.129701893,0.857975128,0.56594192,-0.300131242
-0.047742536,-0.182833062,0.026133127,-0.006402444,0.03958469,0.080300672,-0.08247599,0.04999998,-0.101904336,0.101689127,-0.005818866,0.021108301,0.007127605,0.100322044,-0.162549452,0.032978774,-0.063578196,0.054170219,-0.209011857,0.044706275,0.022633961,-0.05802818,0.058770704,0.057371629,0.000161986,0.055078015,0.009844429,-0.036434105,0.099770826,0.00362952,0.857975128,0.56594192,0.267568638,0.359231282
-0.182833062,-0.209011857,-0.036434105,-0.052666204,-0.006402444,0.03958469,-0.173128683,-0.060575681,0.022633961,0.007127605,-0.030468326,0.0340329,-0.09189597,-0.08247599,-0.241378807,-0.005818866,0.101689127,0.032978774,-0.122788283,0.019613613,0.04999998,-0.162549452,0.044706275,0.058770704,0.033733097,-0.05802818,0.021108301,0.000161986,0.100322044,0.009844429,0.56594192,0.267568638,-0.022601559,0.903496395
-0.209011857,-0.122788283,0.000161986,-0.094116082,-0.052666204,-0.006402444,0.012308401,-0.003644939,0.04999998,-0.09189597,-0.031342126,0.040719149,0.049881923,-0.173128683,-0.281514844,-0.030468326,0.007127605,-0.005818866,0.018916612,-0.009325015,-0.060575681,-0.241378807,0.019613613,0.044706275,-0.02353455,-0.162549452,0.0340329,0.033733097,-0.08247599,0.021108301,0.267568638,-0.022601559,-0.290336311,0.488895057
-0.122788283,0.018916612,0.033733097,-0.126128511,-0.094116082,-0.052666204,0.214611481,0.104093725,-0.060575681,0.049881923,-0.017113519,0.033054808,0.064632176,0.012308401,-0.276238885,-0.031342126,-0.09189597,-0.030468326,0.13452625,-0.034242442,-0.003644939,-0.281514844,-0.009325015,0.019613613,-0.014755891,-0.241378807,0.040719149,-0.02353455,-0.173128683,0.0340329,-0.022601559,-0.290336311,-0.522599655,-0.450535025
0.018916612,0.13452625,-0.02353455,-0.145060993,-0.126128511,-0.094116082,0.09779331,-0.175921034,-0.003644939,0.064632176,0.003195101,0.008119549,-0.101101209,0.214611481,-0.226259494,-0.017113519,0.049881923,-0.031342126,0.164229379,-0.048747096,0.104093725,-0.276238885,-0.034242442,-0.009325015,0.032773607,-0.281514844,0.033054808,-0.014755891,0.012308401,0.040719149,-0.290336311,-0.522599655,-0.708375931,0.01253272
0.13452625,0.164229379,-0.014755891,-0.148660574,-0.145060993,-0.126128511,-0.192880088,0.167842096,0.104093725,-0.101101209,0.025024732,-0.028339694,-0.02363984,0.09779331,-0.139625559,0.003195101,0.064632176,-0.017113519,0.100939388,-0.049582313,-0.175921034,-0.226259494,-0.048747096,-0.034242442,-0.01068773,-0.276238885,0.008119549,0.032773607,0.214611481,0.033054808,-0.522599655,-0.708375931,-0.83937509,0.427128248
0.164229379,0.100939388,0.032773607,-0.136321519,-0.148660574,-0.145060993,-0.210712391,-0.07256055,-0.175921034,-0.02363984,0.038277614,-0.062662532,0.141482369,-0.192880088,-0.030415979,0.025024732,-0.101101209,0.003195101,-0.010205882,-0.037347695,0.167842096,-0.139625559,-0.049582313,-0.048747096,-0.022844059,-0.226259494,-0.028339694,-0.01068773,0.09779331,0.008119549,-0.708375931,-0.83937509,-0.910569496,0.729386414
0.100939388,-0.010205882,-0.01068773,-0.109163722,-0.136321519,-0.148660574,0.097908405,-0.068606,0.167842096,0.141482369,0.026132734,-0.07853492,-0.025619775,-0.210712391,0.083578996,0.038277614,-0.02363984,0.025024732,-0.101442489,-0.016125384,-0.07256055,-0.030415979,-0.037347695,-0.049582313,0.028643336,-0.139625559,-0.062662532,-0.022844059,-0.192880088,-0.028339694,-0.83937509,-0.910569496,-0.920523049,0.473105359
-0.010205882,-0.101442489,-0.022844059,-0.0699231,-0.109163722,-0.136321519,0.277843517,0.188836401,-0.07256055,-0.025619775,-0.014963688,-0.064677468,-0.167626504,0.097908405,0.183798112,0.026132734,0.141482369,0.038277614,-0.122633821,0.007832664,-0.068606,0.083578996,-0.016125384,-0.037347695,-0.00175583,-0.030415979,-0.07853492,0.028643336,-0.210712391,-0.062662532,-0.910569496,-0.920523049,-0.871487304,0.304901821
-0.101442489,-0.122633821,0.028643336,-0.022665755,-0.0699231,-0.109163722,0.047574993,-0.233721335,-0.068606,-0.167626504,-0.056844169,-0.021370539,0.077090273,0.277843517,0.253978093,-0.014963688,-0.025619775,0.026132734,-0.068740205,0.027943855,0.188836401,0.183798112,0.007832664,-0.016125384,-0.026689368,0.083578996,-0.064677468,-0.00175583,0.097908405,-0.07853492,-0.920523049,-0.871487304,-0.769255174,0.147944408
-0.122633821,-0.068740205,-0.00175583,0.027643131,-0.022665755,-0.0699231,-0.261465983,0.192123696,0.188836401,0.077090273,-0.055592772,0.037625238,0.177284947,0.047574993,0.282835658,-0.056844169,-0.167626504,-0.014963688,0.020508855,0.03911927,-0.233721335,0.253978093,0.027943855,0.007832664,0.025890734,0.183798112,-0.021370539,-0.026689368,0.277843517,-0.064677468,-0.871487304,-0.769255174,-0.622779774,0.253279233
